Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty
332010,Kilauea,10061,Confirmed Eruption,United States,2,?,1820,,0,,0,,Historical Observations,,,,,,,
321010,Baker,20450,Confirmed Eruption,United States,2,?,1820,,0,,0,,Historical Observations,,,,,,,
311340,Westdahl,20041,Confirmed Eruption,United States,2,,1820,,0,,0,,Historical Observations,,,,,,,
285034,Kuttara,18588,Confirmed Eruption,Japan,1,,1820,100,0,,0,,Tephrochronology,,,,,,,
357080,Antuco,19902,Confirmed Eruption,Chile,1,,1820,,0,,0,,Historical Observations,?,1821,,0,,0,
390090,Saunders,13211,Confirmed Eruption,United Kingdom,2,,1819,,12,,29,,Historical Observations,,,,,,,
390130,Zavodovski,13228,Confirmed Eruption,United Kingdom,2,,1819,,12,,0,,Historical Observations,,,,,,,
264040,Tambora,16232,Confirmed Eruption,Indonesia,2,,1819,,8,,0,,Historical Observations,,,,,,,
343100,San Miguel,10840,Confirmed Eruption,El Salvador,2,,1819,,7,,18,,Historical Observations,,,,,,,
211060,Etna,13734,Confirmed Eruption,Italy,2,,1819,,5,,27,,Historical Observations,,1819,,8,,5,
353010,Fernandina,11656,Confirmed Eruption,Ecuador,2,,1819,,5,,15,,Historical Observations,,1819,,5,,18,
264230,Lewotolok,16330,Confirmed Eruption,Indonesia,2,,1819,,0,,0,,Historical Observations,,,,,,,
266040,Riendengan-Sempu,16440,Uncertain Eruption,Indonesia,,,1819,,0,,0,,,,,,,,,
266030,Soputan,13726,Confirmed Eruption,Indonesia,2,,1819,,0,,0,,Historical Observations,,,,,,,
284150,Asuncion,18498,Discredited Eruption,United States,,,1819,,0,,0,,,,,,,,,
284190,Guguan,18530,Discredited Eruption,United States,,,1819,,0,,0,,,,,,,,,
300260,Klyuchevskoy,19415,Confirmed Eruption,Russia,2,,1819,,0,,0,,Historical Observations,?,1822,,0,,0,
315020,Wrangell,20409,Uncertain Eruption,United States,2,,1819,,0,,0,,,,,,,,,
313030,Redoubt,20383,Uncertain Eruption,United States,,,1819,,0,,0,,,,,,,,,
341040,Colima,10437,Confirmed Eruption,Mexico,1,,1819,,0,,0,,Historical Observations,,,,,,,
263300,Semeru,15963,Confirmed Eruption,Indonesia,2,,1818,,11,,8,,Historical Observations,,,,,,,
263130,Guntur,15698,Confirmed Eruption,Indonesia,2,,1818,,10,,21,,Historical Observations,,1818,,10,,24,
263320,Lamongan,13676,Confirmed Eruption,Indonesia,2,,1818,,10,,8,,Historical Observations,,,,,,,
376010,Jan Mayen,12968,Confirmed Eruption,Norway,3,,1818,,4,,0,,Historical Observations,,,,,,,
341040,Colima,10436,Confirmed Eruption,Mexico,4,,1818,,2,,15,,Historical Observations,,1818,,2,?,16,
342040,Almolonga,10630,Confirmed Eruption,Guatemala,2,,1818,,1,,16,,Historical Observations,,1818,,6,>,19,
311310,Makushin,10441,Uncertain Eruption,United States,,,1818,,0,,0,,,,,,,,,
263210,Sundoro,15797,Confirmed Eruption,Indonesia,2,,1818,,0,,0,,Historical Observations,,,,,,,
261230,Dempo,15549,Confirmed Eruption,Indonesia,2,,1817,,12,,31,365,Historical Observations,,,,,,,
311290,Okmok,19836,Confirmed Eruption,United States,3,,1817,,3,,1,,Historical Observations,,1820,,0,,0,
263340,Raung,16113,Confirmed Eruption,Indonesia,4,,1817,,1,,16,,Historical Observations,,1817,,2,?,10,
263350,Ijen,16169,Confirmed Eruption,Indonesia,2,,1817,,1,,15,,Historical Observations,,1817,,2,?,18,
233020,"Fournaise, Piton de la",14264,Confirmed Eruption,France,0,,1817,,1,,0,,Historical Observations,,1817,,4,,0,
263320,Lamongan,13675,Confirmed Eruption,Indonesia,2,,1817,,0,,0,,Historical Observations,,,,,,,
311270,Vsevidof,19824,Confirmed Eruption,United States,3,,1817,,0,,0,,Historical Observations,,,,,,,
311210,Yunaska,19791,Uncertain Eruption,United States,,,1817,,0,,0,,,,,,,,,
312030,Pavlof,20113,Confirmed Eruption,United States,2,,1817,,0,,0,,Historical Observations,,,,,,,
353010,Fernandina,11655,Confirmed Eruption,Ecuador,2,<,1817,,0,,0,,,,,,,,,
343030,Izalco,10777,Confirmed Eruption,El Salvador,2,,1817,,0,,0,,Historical Observations,,,,,,,
353050,"Negra, Sierra",11703,Confirmed Eruption,Ecuador,,,1817,,0,,0,,,,,,,,,
384010,Fogo,10362,Confirmed Eruption,Cape Verde,,,1816,,12,,31,365,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14263,Confirmed Eruption,France,0,,1816,,12,,15,,Historical Observations,,,,,,,
265090,Banda Api,16411,Confirmed Eruption,Indonesia,2,,1816,,10,,11,,Historical Observations,,1816,,12,,0,
263130,Guntur,15697,Confirmed Eruption,Indonesia,2,,1816,,9,,21,,Historical Observations,,,,,,,
282110,Asosan,17272,Confirmed Eruption,Japan,2,,1816,,6,,9,,Historical Observations,,1816,,7,,6,
373010,Grimsvotn,12812,Confirmed Eruption,Iceland,2,,1816,,5,,0,,Historical Observations,,1816,,6,?,0,
211060,Etna,13733,Uncertain Eruption,Italy,0,,1816,,3,,6,,,,,,,,,
351060,Purace,11316,Confirmed Eruption,Colombia,,,1816,,0,,0,,Historical Observations,,,,,,,
263340,Raung,16112,Confirmed Eruption,Indonesia,2,,1815,,12,,31,365,Historical Observations,,,,,,,
263130,Guntur,15696,Confirmed Eruption,Indonesia,2,,1815,,8,,15,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14262,Confirmed Eruption,France,2,,1815,,8,,15,,Historical Observations,,1815,,8,,16,
263310,Tengger Caldera,16017,Confirmed Eruption,Indonesia,2,,1815,,4,,5,,Historical Observations,,1815,,4,>,17,
283110,Asamayama,17751,Confirmed Eruption,Japan,3,,1815,,2,,28,,Historical Observations,,,,,,,
282110,Asosan,17271,Confirmed Eruption,Japan,2,,1815,,2,,10,,Historical Observations,,1815,,10,,0,
233020,"Fournaise, Piton de la",14261,Confirmed Eruption,France,2,,1815,,1,,21,,Historical Observations,,1815,,1,,27,
268060,Gamalama,16622,Discredited Eruption,Indonesia,,,1815,,0,,0,,,,,,,,,
357120,Villarrica,12121,Confirmed Eruption,Chile,1,,1815,,0,,0,,Historical Observations,,1818,,0,,0,
233010,Karthala,14176,Confirmed Eruption,Comoros,,,1814,,12,,31,365,Historical Observations,,,,,,,
268060,Gamalama,16621,Confirmed Eruption,Indonesia,2,,1814,,11,,27,,Historical Observations,,1814,,11,,28,
233020,"Fournaise, Piton de la",14260,Confirmed Eruption,France,2,,1814,,9,,10,,Historical Observations,,1814,,10,,13,
353010,Fernandina,11654,Confirmed Eruption,Ecuador,2,,1814,,7,,0,,Historical Observations,,1814,,8,,0,
242030,Raoul Island,14696,Confirmed Eruption,New Zealand,3,,1814,,3,,9,,Historical Observations,,,,,,,
273030,Mayon,13605,Confirmed Eruption,Philippines,4,,1814,,2,,1,,Historical Observations,,1814,,2,>,15,
360150,Soufriere St. Vincent,12451,Confirmed Eruption,Saint Vincent and the Grenadines,1,,1814,,1,,9,,Historical Observations,,1814,,1,,9,
243110,Niuafo'ou,14785,Confirmed Eruption,Tonga,2,,1814,,0,,0,,Historical Observations,,,,,,,
282110,Asosan,17270,Confirmed Eruption,Japan,2,,1814,,0,,0,,Historical Observations,,,,,,,
312130,Ugashik-Peulik,20203,Confirmed Eruption,United States,3,,1814,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14259,Confirmed Eruption,France,2,,1813,,9,,26,,Historical Observations,,1813,,11,,26,
353010,Fernandina,11653,Confirmed Eruption,Ecuador,2,,1813,,7,<,14,,Historical Observations,,,,,,,
353050,"Negra, Sierra",11702,Confirmed Eruption,Ecuador,2,,1813,,7,,13,,,,,,,,,
353030,Darwin,11693,Confirmed Eruption,Ecuador,2,,1813,,6,,6,,Historical Observations,,1813,,6,?,7,
300260,Klyuchevskoy,19414,Confirmed Eruption,Russia,2,,1813,,2,,0,,Historical Observations,,,,,,,
283170,Adatarayama,17910,Uncertain Eruption,Japan,1,,1813,,1,,10,,,,,,,,,
282030,Suwanosejima,16922,Confirmed Eruption,Japan,4,,1813,,0,,0,,Historical Observations,,1814,,0,,0,
268060,Gamalama,16620,Confirmed Eruption,Indonesia,2,,1812,,9,,7,,Historical Observations,,1812,,9,,7,
290050,Etorofu-Atosanupuri [Atosanupuri],18747,Confirmed Eruption,Japan,1,,1812,,9,,5,4,Historical Observations,,,,,,,
300260,Klyuchevskoy,19413,Confirmed Eruption,Russia,2,,1812,,9,,0,,Historical Observations,,,,,,,
267040,Awu,16556,Confirmed Eruption,Indonesia,4,,1812,,8,,6,,Historical Observations,,1812,,8,,8,
233020,"Fournaise, Piton de la",14258,Confirmed Eruption,France,2,,1812,,8,,5,4,Historical Observations,,1812,,12,,0,
290030,Chachadake [Tiatia],18739,Confirmed Eruption,Japan,2,,1812,,8,,0,,Historical Observations,,,,,,,
360150,Soufriere St. Vincent,12450,Confirmed Eruption,Saint Vincent and the Grenadines,4,,1812,,4,,27,,Historical Observations,,1812,,6,?,9,
360060,Soufriere Guadeloupe,12364,Confirmed Eruption,France,1,,1812,,4,,0,,Historical Observations,,1812,,5,,10,
290040,Berutarubesan [Berutarube],18746,Uncertain Eruption,Japan,1,,1812,,0,,0,,,,,,,,,
311160,Atka Volcanic Complex,19749,Confirmed Eruption,United States,3,,1812,,0,,0,,Historical Observations,,,,,,,
313010,Augustine,20265,Confirmed Eruption,United States,3,,1812,,0,,0,,Historical Observations,,,,,,,
211050,Vulcano,13476,Uncertain Eruption,Italy,1,,1812,,0,,0,,,,,,,,,
263250,Merapi,13422,Confirmed Eruption,Indonesia,1,,1812,,0,,0,,Historical Observations,,1822,,0,,0,
263340,Raung,16111,Confirmed Eruption,Indonesia,2,,1812,,0,,0,,Historical Observations,?,1814,,0,,0,
264040,Tambora,16231,Confirmed Eruption,Indonesia,7,,1812,,0,,0,,Historical Observations,,1815,,7,?,15,
211060,Etna,13732,Confirmed Eruption,Italy,2,,1811,,10,,27,,Historical Observations,,1812,,5,?,0,
273030,Mayon,13604,Uncertain Eruption,Philippines,2,,1811,,10,,5,,,,1811,,10,,6,
382080,Sete Cidades,13021,Confirmed Eruption,Portugal,3,,1811,,6,,14,,Historical Observations,,1811,,6,,22,
290150,Chirpoi,18780,Confirmed Eruption,Russia,2,,1811,,6,,11,,Historical Observations,,,,,,,
263280,Kelud,15941,Confirmed Eruption,Indonesia,2,,1811,,6,,5,,Historical Observations,,,,,,,
268060,Gamalama,16619,Confirmed Eruption,Indonesia,2,,1811,,2,,1,,Historical Observations,,1811,,5,,0,
382080,Sete Cidades,13020,Confirmed Eruption,Portugal,2,,1811,,2,,1,,Historical Observations,,1811,,2,,8,
284040,Miyakejima,18266,Confirmed Eruption,Japan,2,,1811,,1,,27,,Historical Observations,,1811,,1,,28,
343100,San Miguel,10839,Uncertain Eruption,El Salvador,2,,1811,,0,,0,,,,,,,,,
233020,"Fournaise, Piton de la",14257,Confirmed Eruption,France,2,,1810,,11,,20,,Historical Observations,,1810,,11,,28,
231080,"Yar, Jabal",14136,Confirmed Eruption,Saudi Arabia,2,,1810,10,0,,0,,Historical Observations,,,,,,,
253030,Victory,15106,Uncertain Eruption,Papua New Guinea,2,,1810,10,0,,0,,,,,,,,,
263250,Merapi,13421,Confirmed Eruption,Indonesia,1,,1810,,0,,0,,Historical Observations,,,,,,,
355090,Putana,11841,Confirmed Eruption,Chile,,,1810,10,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14256,Confirmed Eruption,France,2,,1809,,7,,17,,Historical Observations,,1809,,8,,8,
283190,Zaozan [Zaosan],17970,Confirmed Eruption,Japan,2,,1809,,6,,12,,Historical Observations,,1809,,12,,29,
263130,Guntur,15695,Confirmed Eruption,Indonesia,2,,1809,,5,,9,,Historical Observations,,,,,,,
344010,Cosiguina,10871,Uncertain Eruption,Nicaragua,2,,1809,,3,,28,,,,1809,,3,,31,1
211060,Etna,13731,Confirmed Eruption,Italy,2,,1809,,3,,27,,Historical Observations,,1809,,4,,9,
263320,Lamongan,13674,Confirmed Eruption,Indonesia,2,,1808,,12,,8,,Historical Observations,,,,,,,
382030,Sao Jorge,12994,Confirmed Eruption,Portugal,1,,1808,,5,,1,,Historical Observations,,1808,,6,,10,
273070,Taal,16843,Confirmed Eruption,Philippines,2,,1808,,2,,0,,Historical Observations,,1808,,4,,0,
267010,Ruang,16477,Confirmed Eruption,Indonesia,2,,1808,,0,,0,,Historical Observations,,,,,,,
264020,Agung,16207,Confirmed Eruption,Indonesia,2,,1808,,0,,0,,Historical Observations,,,,,,,
233010,Karthala,14175,Confirmed Eruption,Comoros,,,1808,,0,,0,,Historical Observations,,,,,,,
283160,Bandaisan,17899,Confirmed Eruption,Japan,2,?,1808,,0,,0,,Historical Observations,,,,,,,
285070,Akan,18686,Confirmed Eruption,Japan,,?,1808,,0,,0,,Historical Observations,,,,,,,
263130,Guntur,15694,Confirmed Eruption,Indonesia,2,,1807,,9,,1,,Historical Observations,,1807,,9,,6,
283270,Iwakisan,18122,Uncertain Eruption,Japan,2,,1807,,3,,31,,,,,,,,,
233020,"Fournaise, Piton de la",14255,Confirmed Eruption,France,2,,1807,,3,,23,,Historical Observations,,1807,,6,,13,
300260,Klyuchevskoy,19412,Confirmed Eruption,Russia,2,,1807,,2,,1,30,Historical Observations,,,,,,,
224010,Cameroon,14118,Confirmed Eruption,Cameroon,3,,1807,8,0,,0,,Historical Observations,,,,,,,
263250,Merapi,15812,Confirmed Eruption,Indonesia,1,,1807,,0,,0,,Historical Observations,,,,,,,
261140,Marapi,15418,Confirmed Eruption,Indonesia,2,,1807,,0,,0,,Historical Observations,,,,,,,
373030,Bardarbunga,12882,Uncertain Eruption,Iceland,,,1807,,0,,0,,,,,,,,,
283190,Zaozan [Zaosan],17969,Confirmed Eruption,Japan,2,,1806,,7,,12,,Historical Observations,,,,,,,
282110,Asosan,17269,Confirmed Eruption,Japan,2,,1806,,6,?,0,,Historical Observations,,1806,,10,?,0,
263320,Lamongan,16066,Confirmed Eruption,Indonesia,2,,1806,,5,,0,,Historical Observations,,,,,,,
357080,Antuco,19901,Confirmed Eruption,Chile,2,?,1806,,5,,0,,Historical Observations,,,,,,,
357120,Villarrica,12120,Confirmed Eruption,Chile,2,,1806,,4,,0,,Historical Observations,,1806,,5,,0,
343050,San Salvador,10828,Uncertain Eruption,El Salvador,0,,1806,,0,,0,,,,,,,,,
263210,Sundoro,15796,Confirmed Eruption,Indonesia,2,?,1806,,0,,0,,Historical Observations,,,,,,,
311300,Bogoslof,19854,Confirmed Eruption,United States,2,,1806,,0,,0,,Historical Observations,,1823,,0,,0,
341040,Colima,10435,Confirmed Eruption,Mexico,2,,1806,,0,,0,,Historical Observations,,1809,,0,,0,
263170,Ciremai,15727,Confirmed Eruption,Indonesia,2,,1805,,4,,0,,Historical Observations,,,,,,,
351020,"Ruiz, Nevado del",11281,Confirmed Eruption,Colombia,2,,1805,,3,,14,,Historical Observations,,,,,,,
343030,Izalco,10776,Confirmed Eruption,El Salvador,2,,1805,,0,,0,,Historical Observations,,1807,,0,,0,
342110,Pacaya,10756,Confirmed Eruption,Guatemala,2,,1805,,0,,0,,Historical Observations,,,,,,,
311290,Okmok,19835,Confirmed Eruption,United States,,,1805,,0,,0,,Historical Observations,,,,,,,
283120,Kusatsu-Shiranesan,17823,Confirmed Eruption,Japan,2,,1805,,0,,0,,Historical Observations,,,,,,,
290240,Sarychev Peak,18805,Confirmed Eruption,Russia,,,1805,,0,,0,,Historical Observations,,,,,,,
282110,Asosan,17268,Confirmed Eruption,Japan,2,,1804,,9,,5,,Historical Observations,,,,,,,
263310,Tengger Caldera,16016,Confirmed Eruption,Indonesia,2,,1804,,9,,0,,Historical Observations,,,,,,,
283190,Zaozan [Zaosan],17968,Confirmed Eruption,Japan,2,,1804,,5,?,0,,Historical Observations,,,,,,,
285040,Shikotsu,18613,Confirmed Eruption,Japan,3,,1804,,0,,0,,Historical Observations,,1817,,0,,0,
300140,Maly Semyachik,17636,Confirmed Eruption,Russia,3,,1804,,0,,0,,Historical Observations,,,,,,,
341040,Colima,10433,Confirmed Eruption,Mexico,2,,1804,,0,,0,,Historical Observations,,,,,,,
264010,Batur,16179,Confirmed Eruption,Indonesia,2,,1804,,0,,0,,Historical Observations,,,,,,,
263340,Raung,16110,Confirmed Eruption,Indonesia,2,,1804,4,0,,0,,Historical Observations,,,,,,,
283110,Asamayama,17750,Confirmed Eruption,Japan,2,,1803,,11,,7,,Historical Observations,,1803,,11,,21,
260010,Barren Island,15380,Confirmed Eruption,India,2,,1803,,11,,0,,Historical Observations,,1804,,1,>,31,
284010,Izu-Oshima,18198,Confirmed Eruption,Japan,2,,1803,,9,?,26,,Historical Observations,,1803,,11,,14,
283110,Asamayama,17749,Confirmed Eruption,Japan,2,,1803,,7,,4,,Historical Observations,,,,,,,
263130,Guntur,15693,Confirmed Eruption,Indonesia,2,,1803,,4,,3,,Historical Observations,,1803,,4,,15,
352050,Cotopaxi,11554,Confirmed Eruption,Ecuador,3,,1803,,1,,4,,Historical Observations,,1803,,1,,5,
211060,Etna,13730,Confirmed Eruption,Italy,2,,1803,,1,,1,,Historical Observations,?,1819,,0,,0,
233020,"Fournaise, Piton de la",14254,Confirmed Eruption,France,2,,1802,,12,,0,,Historical Observations,,,,,,,
211060,Etna,13729,Confirmed Eruption,Italy,2,,1802,,11,,15,,Historical Observations,,1802,,11,,18,
354040,Tutupaca,11799,Confirmed Eruption,Peru,4,,1802,,3,,20,,Historical Observations,,1802,,8,,20,10
343030,Izalco,10775,Confirmed Eruption,El Salvador,2,,1802,,0,,0,,Historical Observations,,1803,,0,,0,
341090,Popocatepetl,10537,Confirmed Eruption,Mexico,1,,1802,,0,,0,,Historical Observations,,1804,,0,,0,
311310,Makushin,19493,Confirmed Eruption,United States,3,,1802,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14253,Confirmed Eruption,France,2,,1801,,10,,27,,Historical Observations,,1802,,4,,28,7
266130,Tangkoko-Duasudara,16474,Confirmed Eruption,Indonesia,2,,1801,,0,,0,,Historical Observations,,,,,,,
352030,Antisana,11427,Confirmed Eruption,Ecuador,2,,1801,,0,?,0,,,,1802,,5,?,0,
283220,Chokaisan,18031,Confirmed Eruption,Japan,2,,1800,,12,,0,,Historical Observations,,1804,,7,?,0,
233020,"Fournaise, Piton de la",14252,Confirmed Eruption,France,0,,1800,,11,,2,,Historical Observations,,1800,,11,,8,
273030,Mayon,13603,Confirmed Eruption,Philippines,2,,1800,,10,,30,,Historical Observations,,1800,,10,,31,
353020,Wolf,11682,Confirmed Eruption,Ecuador,2,,1800,,8,,21,,Historical Observations,,1800,,8,,21,
382030,Sao Jorge,12993,Confirmed Eruption,Portugal,2,,1800,,6,,24,,Historical Observations,,1800,,6,,25,
283270,Iwakisan,18121,Uncertain Eruption,Japan,2,,1800,,5,,11,,,,,,,,,
321050,St. Helens,20544,Confirmed Eruption,United States,5,,1800,,1,,15,120,Dendrochronology,,,,,,,
320090,Iskut-Unuk River Cones,20438,Confirmed Eruption,Canada,,?,1800,,0,,0,,Radiocarbon (uncorrected),,,,,,,
332040,Hualalai,10254,Confirmed Eruption,United States,0,,1800,,0,,0,,Historical Observations,,1801,,0,,0,
300270,Sheveluch,19571,Uncertain Eruption,Russia,3,,1800,10,0,,0,,,,,,,,,
283180,Azumayama,17926,Confirmed Eruption,Japan,,?,1800,,0,,0,,Historical Observations,,,,,,,
285082,Rausudake,18719,Confirmed Eruption,Japan,3,,1800,50,0,,0,,Tephrochronology,,,,,,,
284170,Pagan,18505,Confirmed Eruption,United States,,,1800,50,0,,0,,Radiocarbon (uncorrected),,,,,,,
263130,Guntur,15692,Confirmed Eruption,Indonesia,,,1800,,0,,0,,Historical Observations,,,,,,,
222170,Kyejo,14035,Confirmed Eruption,Tanzania,2,?,1800,,0,,0,,Historical Observations,,,,,,,
252080,Witori,15022,Confirmed Eruption,Papua New Guinea,4,?,1800,,0,,0,,Tephrochronology,,,,,,,
241030,Taranaki,13348,Confirmed Eruption,New Zealand,,?,1800,,0,,0,,Tephrochronology,,,,,,,
390030,Deception Island,13182,Confirmed Eruption,Antarctica,,<,1800,,0,,0,,Historical Observations,,,,,,,
354031,Ticsani,11793,Confirmed Eruption,Peru,,,1800,200,0,,0,,Tephrochronology,,,,,,,
344120,Concepcion,11046,Uncertain Eruption,Nicaragua,2,,1800,50,0,,0,,,,,,,,,
384010,Fogo,13131,Confirmed Eruption,Cape Verde,2,,1799,,6,,2,,Historical Observations,,1799,,6,,28,
282080,Aira,17070,Confirmed Eruption,Japan,2,,1799,,3,,27,,Historical Observations,,,,,,,
263320,Lamongan,16065,Confirmed Eruption,Indonesia,2,,1799,,0,,0,,Historical Observations,,,,,,,
342090,Fuego,10699,Confirmed Eruption,Guatemala,3,,1799,,0,,0,,Historical Observations,,,,,,,
282100,Unzendake,17178,Uncertain Eruption,Japan,,,1798,,11,,13,,,,1798,,12,,0,
383030,Tenerife,13111,Confirmed Eruption,Spain,3,,1798,,6,,9,,Historical Observations,,1798,,9,?,14,
343030,Izalco,10774,Confirmed Eruption,El Salvador,2,,1798,,4,,0,,Historical Observations,,,,,,,
343100,San Miguel,10838,Uncertain Eruption,El Salvador,2,?,1798,,0,,0,,,,,,,,,
357120,Villarrica,21010,Confirmed Eruption,Chile,2,,1798,,,,,,Varve Count,,,,,,,
360060,Soufriere Guadeloupe,12363,Confirmed Eruption,France,2,,1797,,9,,29,,Historical Observations,,1798,,4,?,26,
353020,Wolf,11681,Confirmed Eruption,Ecuador,,,1797,,8,,0,,Historical Observations,,,,,,,
352060,Quilotoa,11602,Uncertain Eruption,Ecuador,,,1797,,2,,4,,,,,,,,,
352010,Reventador,11426,Confirmed Eruption,Ecuador,3,,1797,,1,,0,,Historical Observations,,,,,,,
373060,Askja,12908,Confirmed Eruption,Iceland,0,?,1797,,0,,0,,Historical Observations,,,,,,,
373030,Bardarbunga,12881,Confirmed Eruption,Iceland,,,1797,,0,,0,,,,,,,,,
282080,Aira,17069,Confirmed Eruption,Japan,2,,1797,,0,,0,,Historical Observations,,,,,,,
263240,Merbabu,15809,Confirmed Eruption,Indonesia,2,,1797,,0,,0,,Historical Observations,,,,,,,
263250,Merapi,15811,Confirmed Eruption,Indonesia,1,,1797,,0,,0,,Historical Observations,,,,,,,
258020,Hunter Island,15363,Uncertain Eruption,France,,,1797,,0,,0,,,,,,,,,
256010,Tinakula,15189,Confirmed Eruption,Solomon Islands,1,,1797,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14251,Confirmed Eruption,France,0,?,1797,,0,,0,,Historical Observations,,,,,,,
341110,San Martin,10595,Uncertain Eruption,Mexico,2,,1797,,0,,0,,,,1805,,0,,0,
351080,Galeras,11354,Confirmed Eruption,Colombia,2,,1796,,11,,0,,Historical Observations,,1801,,0,,0,
282020,Io-Torishima,16913,Confirmed Eruption,Japan,2,,1796,,10,,0,,Historical Observations,,1796,,11,,0,
373010,Grimsvotn,12811,Discredited Eruption,Iceland,,,1796,,6,,0,,,,,,,,,
311300,Bogoslof,19853,Confirmed Eruption,United States,3,,1796,,5,,0,,Historical Observations,,1804,,0,,0,
283190,Zaozan [Zaosan],17967,Confirmed Eruption,Japan,2,,1796,,3,,24,,Historical Observations,,,,,,,
211020,Vesuvius,13350,Confirmed Eruption,Italy,3,,1796,,1,,0,,Historical Observations,,1822,,11,,16,
263350,Ijen,16168,Confirmed Eruption,Indonesia,2,,1796,,0,,0,,Historical Observations,,,,,,,
311340,Westdahl,20040,Confirmed Eruption,United States,0,,1796,,0,,0,,Historical Observations,,,,,,,
311390,Amak,20110,Confirmed Eruption,United States,,,1796,,0,,0,,Historical Observations,,,,,,,
260010,Barren Island,15379,Confirmed Eruption,India,2,,1795,,12,,20,,Historical Observations,,1795,,12,>,21,
341040,Colima,10432,Confirmed Eruption,Mexico,2,,1795,,3,,0,,Historical Observations,,1795,,9,,0,
311350,Fisher,20050,Confirmed Eruption,United States,,<,1795,,0,,0,,Historical Observations,,,,,,,
311340,Westdahl,20039,Confirmed Eruption,United States,4,,1795,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14250,Confirmed Eruption,France,,,1795,,0,,0,,Historical Observations,,,,,,,
283190,Zaozan [Zaosan],17966,Confirmed Eruption,Japan,2,,1794,,9,,22,,Historical Observations,,1794,,12,>,0,
341040,Colima,10431,Confirmed Eruption,Mexico,2,,1794,,8,,0,,Historical Observations,,,,,,,
373010,Grimsvotn,12810,Uncertain Eruption,Iceland,,,1794,,7,,15,45,,,,,,,,
341110,San Martin,10594,Confirmed Eruption,Mexico,2,,1794,,5,,0,,Historical Observations,,1796,,0,,0,
283270,Iwakisan,18120,Uncertain Eruption,Japan,2,,1794,,4,,3,,,,,,,,,
233020,"Fournaise, Piton de la",14249,Confirmed Eruption,France,0,,1794,,1,,0,,Historical Observations,,1794,,1,,0,
282080,Aira,17068,Confirmed Eruption,Japan,2,,1794,,0,,0,,Historical Observations,,,,,,,
373030,Bardarbunga,12880,Confirmed Eruption,Iceland,,,1794,,0,,0,,Historical Observations,,,,,,,
251070,Ritter Island,14967,Confirmed Eruption,Papua New Guinea,2,,1793,,6,,29,,Historical Observations,,,,,,,
383020,Hierro,13064,Uncertain Eruption,Spain,0,,1793,,5,,0,,,,1793,,6,,0,
283270,Iwakisan,18119,Uncertain Eruption,Japan,2,,1793,,4,,2,,,,,,,,,
343030,Izalco,10773,Confirmed Eruption,El Salvador,2,,1793,,3,,29,,Historical Observations,,1793,,9,,0,
341110,San Martin,10593,Confirmed Eruption,Mexico,4,,1793,,3,,2,,Historical Observations,,1793,,12,,0,
313020,Iliamna,20281,Uncertain Eruption,United States,,,1793,,0,,0,,,,,,,,,
300240,Tolbachik,19298,Confirmed Eruption,Russia,2,,1793,,0,,0,,Historical Observations,,,,,,,
290380,Ebeko,18865,Confirmed Eruption,Russia,2,,1793,,0,,0,,Historical Observations,,,,,,,
234002,St. Paul,14394,Confirmed Eruption,France,2,,1793,,0,,0,,Historical Observations,,,,,,,
211060,Etna,13728,Confirmed Eruption,Italy,3,?,1793,,0,,0,,Historical Observations,?,1802,,0,,0,
263340,Raung,16109,Confirmed Eruption,Indonesia,2,,1793,6,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14248,Confirmed Eruption,France,0,,1792,,12,?,19,,Historical Observations,,,,,,,
321010,Baker,20449,Uncertain Eruption,United States,,,1792,,6,,0,,,,,,,,,
311120,Great Sitkin,19729,Confirmed Eruption,United States,,,1792,,5,,26,5,Historical Observations,,,,,,,
211060,Etna,13727,Confirmed Eruption,Italy,3,,1792,,5,,25,,Historical Observations,,1793,,5,,26,5
211060,Etna,13725,Confirmed Eruption,Italy,2,,1792,,3,,0,,Historical Observations,,1792,,5,,24,
311310,Makushin,10434,Uncertain Eruption,United States,,,1792,,2,,14,,,,,,,,,
282100,Unzendake,17177,Confirmed Eruption,Japan,2,,1792,,2,,10,,Historical Observations,,1792,,7,,22,
360120,Pelee,12428,Confirmed Eruption,France,1,,1792,,1,,22,,Historical Observations,,1792,,4,?,0,
358020,Calbuco,12250,Confirmed Eruption,Chile,,?,1792,,0,,0,,Historical Observations,,,,,,,
282080,Aira,17067,Uncertain Eruption,Japan,2,,1792,,0,,0,,,,,,,,,
243060,Tofua,14745,Confirmed Eruption,Tonga,0,,1792,,0,,0,,Historical Observations,,,,,,,
